x,y
5 - andrei medvedev ( ukraine ) beat martin damm ( czech ,"['CD', ':', 'NNP', 'NNP', '(', 'NNP', ')', 'VB', 'NNP', 'NNP', '(', 'JJ']"
republic ) 7-5 6-3 ,"['NNP', ')', 'CD', 'CD']"
"finals , doubles ","['NNS', ',', 'VBZ']"
luke jensen and murphy jensen ( u.s. ) beat alexander volkov ,"['NNP', 'NNP', 'CC', 'NNP', 'NNP', '(', 'NNP', ')', 'VB', 'NNP', 'NNP']"
( russia ) and handrik dreekmann ( germany ) 6-3 7-6 ( 7-5 ) ,"['(', 'NNP', ')', 'CC', 'NNP', 'NNP', '(', 'NNP', ')', 'CD', 'CD', '(', 'CD', ')']"
-docstart- ,['-X-']
tennis - results at toshiba classic . ,"['NNS', ':', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
"carlsbad , california 1996-08-25 ","['NNP', ',', 'NNP', 'CD']"
results from the ,"['NNS', 'IN', 'DT']"
"$ 450,000 toshiba classic tennis tournament on sunday ( prefix ","['$', 'CD', 'NNP', 'NNP', 'NN', 'NN', 'IN', 'NNP', '(', 'NN']"
number denotes seeding ) : ,"['NN', 'VBZ', 'NN', ')', ':']"
finals : ,"['NNS', ':']"
4 - kimiko date ( japan ) beat 1 - arantxa sanchez vicario ( spain ) ,"['CD', ':', 'NNP', 'NNP', '(', 'NNP', ')', 'VB', 'CD', ':', 'NNP', 'NNP', 'NNP', '(', 'NNP', ')']"
3-6 6-3 6-0 . ,"['CD', 'CD', 'JJ', '.']"
-docstart- ,['-X-']
"rallying - leading positions in 1,000 lakes rally . ","['VBG', ':', 'NNP', 'NNP', 'IN', 'CD', 'NNP', 'NNP', '.']"
"jyvasklya , finland 1996-08-25 ","['NNP', ',', 'NNP', 'CD']"
leading positions on ,"['JJ', 'NNS', 'IN']"
"sunday after 23 special stages in the 1,000 lakes rally , sixth ","['NNP', 'IN', 'CD', 'JJ', 'NNS', 'IN', 'DT', 'CD', 'NNP', 'NNP', ',', 'JJ']"
round of the world championship : ,"['NN', 'IN', 'DT', 'NN', 'NN', ':']"
1. tommi makinen ( finland ) mitsubishi lancer three hours ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'NNP', 'CD', 'NNS']"
eight minutes one second ,"['CD', 'NNS', 'CD', 'JJ']"
2. juha kankkunen ( finland ) toyota celica 12 seconds ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'NNP', 'CD', 'NNS']"
behind ,['IN']
3. marcus gronholm ( finland ) toyota celica 2:09 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'NNP', 'CD']"
4. jarmo kytolehto ( finland ) ford escort 2:23 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'NNP', 'CD']"
5. kenneth eriksson ( sweden ) subaru impreza 2:39 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'NNP', 'CD']"
6. carlos sainz ( spain ) ford escort 3:03 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'NNP', 'NNP']"
-docstart- ,['-X-']
motocross - swedish 500cc grand prix results . ,"['NNP', ':', '$', 'JJ', 'NNP', 'NNP', 'NNS', '.']"
"landskrona , sweden 1996-08-25 ","['NNP', ',', 'NNP', 'CD']"
leading results in the ,"['JJ', 'NNS', 'IN', 'DT']"
swedish 500cc motocross grand prix on sunday : ,"['JJ', 'JJ', 'NN', 'NNP', 'NNP', 'IN', 'NNP', ':']"
first race ,"['JJ', 'NN']"
1. joel smets ( belgium ) husaberg ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP']"
2. peter johansson ( sweden ) husqvarna ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP']"
3. gert jan van doorn ( netherlands ) honda ,"['NNP', 'NNP', 'NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP']"
4. jacky martens ( belgium ) husqvarna ,"['CD', 'NNP', 'NNS', '(', 'NNP', ')', 'NNP']"
5. peter dirkx ( belgium ) ktm ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP']"
6. danny theybers ( belgium ) honda ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP']"
second race ,"['JJ', 'NN']"
1. shayne king ( new zealand ) ktm ,"['CD', 'NNP', 'NNP', '(', 'NNP', 'NNP', ')', 'NNP']"
2. martens ,"['CD', 'NNPS']"
3. theybers ,"['NNP', 'NNP']"
4. johan boonen ( belgium ) husqvarna ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP']"
5. dietmar lalcher ( germany ) honda ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP']"
6. claus manne nielsen ( denmark ) ktm ,"['NNP', 'NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP']"
overall on day : ,"['RB', 'IN', 'NN', ':']"
1. martens 30 points ,"['CD', 'NNPS', 'CD', 'NNS']"
2. shayne king 28 ,"['NNP', 'NNP', 'NNP', 'CD']"
3. smets 27 ,"['NNP', 'NNP', 'CD']"
4. theybers 25 ,"['CD', 'NNPS', 'CD']"
5. van doorn 24 ,"['NNP', 'NNP', 'NNP', 'CD']"
6. johansson 17 ,"['CD', 'NNP', 'CD']"
world championship standings ( after 11 of 12 rounds ) : ,"['NNP', 'NN', 'NNS', '(', 'IN', 'CD', 'IN', 'CD', 'NNS', ')', ':']"
1. shayne king 323 points ,"['CD', 'NNP', 'NNP', 'CD', 'NNS']"
2. smets 290 ,"['CD', 'NNPS', 'CD']"
3. johansson 236 ,"['NNP', 'NNP', 'CD']"
4. lacher 219 ,"['CD', 'NNP', 'CD']"
5. darryll king ( new zealand ) honda 178 ,"['CD', 'NNP', 'NNP', '(', 'NNP', 'NNP', ')', 'NNP', 'CD']"
6. van doorn 176 ,"['NNP', 'NNP', 'NNP', 'CD']"
-docstart- ,['-X-']
motocross - german 125cc grand prix results . ,"['NNP', ':', 'NNP', 'CD', 'NNP', 'NNP', 'NNS', '.']"
"holzgerlingen , germany 1996-08-25 ","['NNP', ',', 'NNP', 'CD']"
leading results in ,"['JJ', 'NNS', 'IN']"
the german 125cc motocross grand prix on sunday : ,"['DT', 'JJ', 'CD', 'NNS', 'NNP', 'NNP', 'IN', 'NNP', ':']"
first race ,"['JJ', 'NN']"
1. sebastien tortelli ( france ) kawasaki ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP']"
2. bob moore ( u.s. ) yamaha ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP']"
3. luigi seguy ( france ) tm ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP']"
4. andi kanstinger ( germany ) honda ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP']"
5. nicolas charlier ( france ) kawasaki ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP']"
6. erik camerlengo ( italy ) yamaha ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP']"
second race ,"['JJ', 'NN']"
1. tortelli ,"['CD', 'NNP']"
2. moore ,"['NNP', 'NNP']"
3. alex belometti ( italy ) honda ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP']"
4. frederic vialle ( france ) yamaha ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP']"
5. collin dugmore ( south africa ) honda ,"['CD', 'NNP', 'NNP', '(', 'NNP', 'NNP', ')', 'NNP']"
6. camerlengo ,"['CD', 'NN']"
overall on day : ,"['RB', 'IN', 'NN', ':']"
1. tortelli 40 points ,"['CD', 'NNP', 'CD', 'NNS']"
2. moore 34 ,"['NNP', 'NNP', 'CD']"
3. seguy 24 ,"['NNP', 'NNP', 'CD']"
4. vialle 22 ,"['CD', 'NNP', 'CD']"
5. camerlengo 20 ,"['CD', 'NNP', 'CD']"
6. belometti 19 ,"['CD', 'NNP', 'CD']"
final world championship standings : ,"['JJ', 'NN', 'NN', 'NNS', ':']"
1. tortelli 432 points ,"['CD', 'NNP', 'CD', 'NNS']"
2. paul malin ( britain ) yamaha 317 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'CD']"
3. vialle 293 ,"['NNP', 'NNP', 'CD']"
4. seguy 192 ,"['CD', 'RB', 'CD']"
5. michele fanton ( italy ) kawasaki 160 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'CD']"
6. dugmore 152 ,"['CD', 'NNP', 'CD']"
-docstart- ,['-X-']
"motor racing - leading placings in pokka 1,000 km race . ","['NNP', 'NNP', ':', 'NNP', 'NNP', 'IN', 'NN', 'CD', 'NNP', 'NN', '.']"
"suzuka , japan 1996-08-25 ","['NNP', ',', 'NNP', 'CD']"
leading placings in ,"['JJ', 'NNS', 'IN']"
"sunday 's pokka 1,000 km motor race , seventh round of the ","['NNP', 'POS', 'NNP', 'CD', 'NN', 'NN', 'NN', ',', 'JJ', 'NN', 'IN', 'DT']"
international endurance gt championship : ,"['NNP', 'NNP', 'NNP', 'NN', ':']"
1. ray belim ( britain ) / james weaver ( britain ) / j.j.lehto ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'SYM', 'NNP', 'NNP', '(', 'NNP', ')', 'SYM', 'NNP']"
( finland ) gulf mclaren fi gtr 171 laps - 6 hours 18 minutes ,"['(', 'NNP', ')', 'NNP', 'NNP', 'NNP', 'NN', 'CD', 'NNS', ':', 'CD', 'NNS', 'CD', 'NNS']"
48.637 seconds ( average speed 158.82 kph ) ,"['CD', 'NNS', '(', 'JJ', 'NN', 'CD', 'NN', ')']"
2. anders olofsson ( sweden ) / luciano della noce ( italy ) ennea ,"['CD', 'NNPS', 'NNP', '(', 'NNP', ')', 'SYM', 'NNP', 'NN', 'NNP', '(', 'NNP', ')', 'NNP']"
ferrari f40 170 laps ,"['NNP', 'NNP', 'CD', 'NNS']"
3. andy ballace ( britain ) / olivier grouillard ( france ) harrods ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'SYM', 'NN', 'NN', '(', 'NNP', ')', 'NNS']"
mclaren fi gtr 169 ,"['NNP', 'NNP', 'NN', 'CD']"
4. thomas bscher ( germany ) / peter kox ( netherlands ) west mclaren ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'SYM', 'NNP', 'NNP', '(', 'NNP', ')', 'JJ', 'NNP']"
f1 gtr 168 ,"['NNS', 'NNP', 'CD']"
5. fabien giroix ( france ) / jean-denis deletraz ( switzerland ) ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'SYM', 'NNP', 'NNP', '(', 'NNP', ')']"
muller mclaren f1 gtr 167 ,"['NNP', 'NNP', 'NN', 'NNP', 'CD']"
6. lindsay owen-jones ( britain ) / pierre-henri raphanel ,"['NNP', 'NNP', 'NNPS', '(', 'NNP', ')', 'SYM', 'NNP', 'NNP']"
( france ) / david brabham ( australia ) gulf mclaren f ! ,"['(', 'NNP', ')', 'SYM', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'NNP', 'NNP', '.']"
gtr ,['NNP']
167 ,['CD']
7. jean-marc gounon ( france ) / eric bernard ( france ) / paul ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'SYM', 'NNP', 'NNP', '(', 'NNP', ')', 'SYM', 'NNP']"
belmondo ( france ) ennea ferrari f40 167 ,"['NNP', '(', 'NNP', ')', 'NNP', 'NNP', 'NNP', 'CD']"
8. bruno eichmann ( germany ) / gerd ruch ( germany ) / ralf kelleners ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'SYM', 'NNP', 'NNP', '(', 'NNP', ')', 'SYM', 'NNP', 'NNP']"
( germany ) gt2 roock porsche 911 164 ,"['(', 'NNP', ')', 'NN', 'NNP', 'NNP', 'CD', 'CD']"
9. stephane ortelli ( france ) / bob wollek ( france ) / franz konrad ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'SYM', 'NNP', 'NNP', '(', 'NNP', ')', 'SYM', 'NNP', 'NNP']"
( austria ) gt2 konrad porsche 911 164 ,"['(', 'NNP', ')', 'NN', 'NNP', 'NNP', 'CD', 'CD']"
10. cor euser ( netherlands ) / h. wada ( japan ) / n. furuya ( japan ) gt2 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'SYM', 'NNP', 'NNP', '(', 'NNP', ')', 'SYM', 'NNP', 'NNP', '(', 'NNP', ')', 'NN']"
marcos lm600 162 ,"['NNP', 'NN', 'CD']"
"fastest lap : gounon , 2 minutes 03.684 seconds ( 170.680 kph ) ","['JJS', 'NN', ':', 'NNP', ',', 'CD', 'NNS', 'CD', 'NNS', '(', 'CD', 'NN', ')']"
championship standings after seven rounds : ,"['NNP', 'NNS', 'IN', 'CD', 'NNS', ':']"
"1. belim , weaver 156 points ","['CD', 'NNP', ',', 'NNP', 'CD', 'NNS']"
"2. eichmann , ruch 116 ","['NNP', 'NNP', ',', 'NNP', 'CD']"
3. bscher 112 ,"['NNP', 'NNP', 'CD']"
"4. gounon , bernard , belmondo 98 ","['CD', 'NNP', ',', 'NNP', ',', 'NNP', 'CD']"
"5. olofsson , della noce 93 ","['CD', 'NNP', ',', 'UH', 'NNP', 'CD']"
"6. owen-jones , raphanel 82 ","['CD', 'NNP', ',', 'NNP', 'CD']"
-docstart- ,['-X-']
athletics - leading results at sheffield international meeting . ,"['NNP', ':', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
"sheffield , england 1996-08-25 ","['NNP', ',', 'NNP', 'CD']"
leading results at an ,"['JJ', 'NNS', 'IN', 'DT']"
international meeting on sunday : ,"['JJ', 'NN', 'IN', 'NNP', ':']"
women 's triple jump ,"['NNS', 'POS', 'JJ', 'NN']"
1. sarka kasparkova ( czech republic ) 14.84 metres ,"['CD', 'NNP', 'NNP', '(', 'NNP', 'NNP', ')', 'CD', 'NNS']"
2. ashia hansen ( britain ) 14.78 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
3. rodica matescu ( romania ) 14.18 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
women 's 400 metres hurdles ,"['NNS', 'POS', 'CD', 'NNS', 'NNS']"
1. deon hemmings ( jamaica ) 55.13 seconds ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD', 'NNS']"
2. anne marken ( belgium ) 55.90 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
3. susan smith ( ireland ) 56.00 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
women 's javelin ,"['NNS', 'POS', 'NN']"
1. isel lopez ( cuba ) 61.36 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
2. louise mcpaul ( australia ) 60.66 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
3. silke renk ( germany ) 60.66 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
women 's 200 metres ,"['NNS', 'POS', 'CD', 'NNS']"
1. cathy freeman ( australia ) 22.53 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
2. falilat ogunkoya ( nigeria ) 22.58 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
3. juliet cuthbert ( jamaica ) 22.77 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
100 metres hurdles ,"['CD', 'NNS', 'NNS']"
1. dionne rose ( jamaica ) 12.83 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
2. michelle freeman ( jamaica ) 12.91 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
3. gillian russell ( jamaica ) 12.95 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
women 's 800 metres ,"['NNS', 'POS', 'CD', 'NNS']"
1. charmaine crooks ( canada ) two minutes 00.42 seconds ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD', 'NNS', 'CD', 'NNS']"
2. inez turner ( jamaica ) 2:01.98 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
3. margaret crowley ( australia ) 2:02.40 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
men 's pole vault ,"['NN', 'POS', 'NN', 'NN']"
1. trond bathel ( norway ) 5.60 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
2. pat manson ( u.s. ) 5.60 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
3. tim lobinger ( germany ) 5.50 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
men 's javelin ,"['NN', 'POS', 'NN']"
1. tom pukstys ( u.s. ) 86.82 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
2. steve backley ( britain ) 82.20 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
3. nick nieland ( britain ) 81.12 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
women 's 400 metres ,"['NNS', 'POS', 'CD', 'NNS']"
1. marcel malone ( u.s. ) 51.50 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
2. kim graham ( u.s. ) 52.17 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
3. phylis smith ( britain ) 52.53 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
men 's 200 metres ,"['NN', 'POS', 'CD', 'NNS']"
1. jeff williams ( u.s. ) 20.45 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
2. doug turner ( britain ) 20.48 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
3. john regis ( britain ) 20.63 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
men 's high jump ,"['NN', 'POS', 'JJ', 'NN']"
1. charles austin ( u.s. ) 2.30 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
2. tim forsyth ( australia ) 2.30 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
3. patrik sjoberg ( sweden ) 2.25 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
men 's 800 metres ,"['NN', 'POS', 'CD', 'NNS']"
1. verbjorn rodal ( norway ) 1:44.93 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
2. benson koech ( kenya ) 1:45.96 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
3. vincent malakwen ( kenya ) 1:46.18 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
men 's mile ,"['NN', 'POS', 'NN']"
1. william tanui ( kenya ) 3:54.57 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
2. john mayock ( britain ) 3:54.60 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
3. tony whiteman ( britain ) 3:54.87 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
men 's 400 metres ,"['NN', 'POS', 'CD', 'NNS']"
1. roger black ( britain ) 45.05 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
2. mark richardson ( britain ) 45.38 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
3. derek mills ( u.s. ) 45.48 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
men 's 100 metres ,"['NN', 'POS', 'CD', 'NNS']"
1. osmond ezinwa ( nigeria ) 10.06 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
2. ian mackie ( britain ) 10.17 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
3. linford christie ( britain ) 10.19 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
-docstart- ,['-X-']
motor racing - belgian grand prix result . ,"['NNP', 'NNP', ':', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
"spa-francorchamps , belgium 1996-08-25 ","['JJ', ',', 'NNP', 'CD']"
result of ,"['NN', 'IN']"
sunday 's belgian grand prix motor race : ,"['NNP', 'POS', 'NNP', 'NNP', 'NNP', 'NN', 'NN', ':']"
1. michael schumacher ( germany ) ferrari 1 hour 28 minutes ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'CD', 'NN', 'CD', 'NNS']"
15.125 seconds ( average speed 208.442 kph ) ,"['CD', 'NNS', '(', 'JJ', 'NN', 'CD', 'NN', ')']"
2. jacques villeneuve ( canada ) williams 5.602 seconds ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'CD', 'NNS']"
behind ,['IN']
3. mika hakkinen ( finland ) mclaren 15.710 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'CD']"
4. jean alesi ( france ) benetton 19.125 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'CD']"
5. damon hill ( britain ) williams 29.179 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'CD']"
6. gerhard berger ( austria ) benetton 29.896 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'CD']"
7. mika salo ( finland ) tyrrell 1:00.754 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'CD']"
8. ukyo katayama ( japan ) tyrrell 1:40.227 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'CD']"
9. ricardo rosset ( brazil ) arrows one lap ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'NNS', 'CD', 'NN']"
10. pedro lamy ( portugal ) minardi one lap ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'CD', 'NN']"
did not finish : ,"['VBD', 'RB', 'VB', ':']"
11. david coulthard ( britain ) mclaren 37 laps completed ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'CD', 'NNS', 'VBN']"
12. martin brundle ( britain ) jordan 34 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'CD']"
13. eddie irvine ( britain ) ferrari 29 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'CD']"
14. rubens barrichello ( brazil ) jordan 29 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'CD']"
15. pedro diniz ( brazil ) ligier 22 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'NNP', 'CD']"
16. jos verstappen ( netherland ) arrows 11 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'NNS', 'CD']"
did not start ( failed to complete one lap ) : ,"['VBD', 'RB', 'VB', '(', 'VBN', 'TO', 'VB', 'CD', 'NN', ')', ':']"
olivier panis ( france ) ligier ,"['NNP', 'NNP', '(', 'NNP', ')', 'VB']"
johnny herbert ( britain ) sauber ,"['NNP', 'NNP', '(', 'NNP', ')', 'NNP']"
heinz-harald frentzen ( germany ) sauber ,"['NNP', 'NNP', '(', 'NNP', ')', 'NNP']"
fastest lap : berger 1:53.067 ( 221.857 kph ) ,"['JJS', 'NN', ':', 'NNP', 'NNP', '(', 'CD', 'NN', ')']"
-docstart- ,['-X-']
motor racing - schumacher wins belgian grand prix . ,"['NNP', 'NNP', ':', 'NNP', 'VBZ', 'NNP', 'NNP', 'NNP', '.']"
spa-francochamps 1996-08-25 ,"['NNP', 'CD']"
michael schumacher of ,"['NNP', 'NNP', 'IN']"
"germany , driving a ferrari , won the belgian grand prix motor ","['NNP', ',', 'VBG', 'DT', 'NNP', ',', 'VBD', 'DT', 'NNP', 'NNP', 'NNP', 'NN']"
race on sunday . ,"['NN', 'IN', 'NNP', '.']"
canada 's jacques villeneuve finished second in his williams ,"['NNP', 'POS', 'NNP', 'NNP', 'VBD', 'NN', 'IN', 'PRP$', 'NNP']"
and mika hakkinen of finland was third in a mclaren . ,"['CC', 'NNP', 'NNP', 'IN', 'NNP', 'VBD', 'JJ', 'IN', 'DT', 'NNP', '.']"
frenchman jean alesi came fourth in his benetton with ,"['NNP', 'NNP', 'NNP', 'VBD', 'JJ', 'IN', 'PRP$', 'NNP', 'IN']"
britain 's damon hill fifth in a williams and gerhard berger of ,"['NNP', 'POS', 'NNP', 'NNP', 'JJ', 'IN', 'DT', 'NNP', 'CC', 'NNP', 'NNP', 'IN']"
austria sixth in the other benetton . ,"['NNP', 'JJ', 'IN', 'DT', 'JJ', 'NNP', '.']"
world drivers ' championship standings ( after 13 rounds ) : ,"['NNP', 'NNS', 'POS', 'NN', 'NNS', '(', 'IN', 'CD', 'NNS', ')', ':']"
1. damon hill ( britain ) 81 points ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD', 'NNS']"
2. jacques villeneuve ( canada ) 68 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
3. michael schumacher ( germany ) 39 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
4. jean alesi ( france ) 38 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
5. mika hakkinen ( finland ) 23 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
6. david coulthard ( britain ) 18 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
7. gerhard berger ( austria ) 17 ,"['NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
8. olivier panis ( france ) 13 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
9. rubens barrichello ( brazil ) 12 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
10. eddie irvine ( britain ) 9 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
11. heinz-harald frentzen ( germany ) 6 ,"['CD', 'JJ', 'NNP', '(', 'NNP', ')', 'CD']"
12. mika salo ( finland ) 5 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
13. johnny herbert ( britain ) 4 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
14. martin brundle ( britain ) 3 ,"['CD', 'NNP', 'NNP', '(', 'NNP', ')', 'CD']"
15 equal . ,"['CD', 'JJ', '.']"
jos verstappen ( netherlands ) 1 ,"['NNP', 'NNP', '(', 'NNP', ')', 'CD']"
15 equal . ,"['CD', 'JJ', '.']"
pedro diniz ( brazil ) 1 ,"['NNP', 'NNP', '(', 'NNP', ')', 'CD']"
constructors ' championship : ,"['NNS', 'POS', 'NN', ':']"
1. williams 149 points ,"['CD', 'NNP', 'CD', 'NNS']"
2. benetton 55 ,"['CD', 'NNP', 'CD']"
3. ferrari 48 ,"['NNP', 'NNP', 'CD']"
4. mclaren 41 ,"['CD', 'JJ', 'CD']"
5. jordan 15 ,"['NNP', 'NNP', 'CD']"
6. ligier 14 ,"['CD', 'NNP', 'CD']"
7. sauber 10 ,"['CD', 'NNP', 'CD']"
8. tyrrell 5 ,"['CD', 'NNP', 'CD']"
9. footwork 1 ,"['CD', 'NNP', 'CD']"
-docstart- ,['-X-']
"rallying - leading positions in 1,000 lakes rally . ","['VBG', ':', 'NNP', 'NNP', 'IN', 'CD', 'NNP', 'NNP', '.']"
"jyvaskyla , finland 1996-08-25 ","['NNP', ',', 'NNP', 'CD']"
leading positions ,"['JJ', 'NNS']"
"after six of sunday 's 12 special stages in the 1,000 lakes ","['IN', 'CD', 'IN', 'NNP', 'POS', 'CD', 'JJ', 'NNS', 'IN', 'DT', 'CD', 'NNP']"
"rally , sixth round of the world championship : ","['NN', ',', 'JJ', 'NN', 'IN', 'DT', 'NN', 'NN', ':']"
